Id;EngineSize;FuelType;FuelConsumptionCity;FuelConsumptionHwy;FuelConsumptionComb;FuelConsumptionCombMpg;CO2Emissions
2100;3.5;X;11;7.7;9.5;30;218
2101;2.5;X;5.5;6;5.7;50;131
2102;2.5;X;5.7;6.1;5.9;48;136
2103;1.8;X;8.6;6.5;7.6;37;175
2104;1.8;X;7.9;6.1;7.1;40;163
2105;1.8;X;8.2;6.2;7.3;39;168
2106;1.8;X;8.3;6.2;7.4;38;170
2107;1.8;X;7.7;5.6;6.8;42;156
2108;1.8;X;7.7;6;6.9;41;159
2109;2.7;X;11.7;9.5;10.7;26;246
2110;3.5;X;12.5;9.3;11.1;25;255
2111;3.5;X;13;9.8;11.6;24;267
2112;3.5;X;8.6;8.5;8.5;33;196
2113;3.5;X;8.4;8.3;8.4;34;193
2114;1.8;X;4.6;4.9;4.7;60;108
2115;1.5;X;4.5;5.1;4.8;59;110
2116;1.8;X;5.4;5.8;5.6;50;129
2117;2.5;X;10;7.6;8.9;32;205
2118;2.5;X;10.5;8.2;9.5;30;218
2119;2.5;X;10;7.6;8.9;32;205
2120;2.5;X;10.7;8.3;9.6;29;221
2121;5.7;X;18.8;14;16.6;17;382
2122;3.5;X;13;9.5;11.4;25;262
2123;3.5;X;14.4;10.2;12.5;23;288
2124;2.7;X;12.2;9.9;11.2;25;258
2125;2.7;X;11.3;9.5;10.5;27;242
2126;4;X;14.5;11.3;13.1;22;301
2127;2.7;X;13.1;11.3;12.3;23;283
2128;2.7;X;12.9;11.5;12.3;23;283
2129;4;X;14.8;11.6;13.4;21;308
2130;4;X;15.3;12.3;14;20;322
2131;4.6;X;15.9;12.3;14.3;20;329
2132;5.7;X;17.2;12.8;15.2;19;350
2133;4.6;X;16.9;12.8;15.1;19;347
2134;5.7;X;18.5;14.2;16.6;17;382
2135;2.7;X;11.6;9;10.4;27;239
2136;3.5;X;12.5;9;10.9;26;251
2137;2.7;X;11.6;9.2;10.5;27;242
2138;3.5;X;12.8;9.3;11.3;25;260
2139;1.5;X;7.8;6.6;7.3;39;168
2140;1.5;X;7.7;6.3;7.1;40;163
2141;1.8;X;9.6;7.2;8.5;33;196
2142;1.8;X;9.9;7.2;8.7;32;200
2143;2;Z;10;7.9;9.1;31;209
2144;2;Z;10.4;7.7;9.2;31;212
2145;2;D;7.6;5.7;6.9;41;183
2146;2;D;7.6;5.7;6.9;41;184
2147;1.8;X;9.8;7.3;8.7;32;200
2148;2;Z;10.3;8.2;9.4;30;216
2149;2;Z;10.4;7.7;9.2;31;212
2150;2;Z;10.7;7.7;9.3;30;214
2151;2;Z;11.4;7.4;9.6;29;221
2152;3.6;Z;13.9;9.3;11.8;24;271
2153;2;Z;10.8;7.8;9.5;30;219
2154;1.8;X;9.3;6.5;8.1;35;186
2155;1.8;X;9.3;6.4;8;35;184
2156;2;D;7.6;5.5;6.5;43;177
2157;2;D;7.8;5.2;6.5;43;178
2158;2;Z;9.5;7.2;8.5;33;196
2159;2;Z;9.4;6.9;8.3;34;191
2160;1.8;X;9.4;6.8;8.2;34;193
2161;1.8;X;9.5;6.6;8.2;34;189
2162;2;D;7.6;5.6;6.7;42;180
2163;2;D;7.6;5.5;6.7;42;179
2164;1.8;X;9.3;6.3;7.9;36;182
2165;1.8;X;9.3;6.3;8;35;184
2166;2;X;10.4;7;8.9;32;205
2167;2;X;9.5;6.9;8.4;34;193
2168;2;D;7.6;5.2;6.5;43;175
2169;2;D;7.6;5.1;6.5;43;176
2170;2;Z;10;7.3;8.8;32;202
2171;2;Z;10.3;7.2;8.9;32;205
2172;1.4;Z;5.6;4.9;5.3;53;122
2173;1.8;X;9.7;6.6;8.3;34;191
2174;1.8;X;9.8;6.7;8.4;34;193
2175;2;D;7.8;5.6;6.9;41;185
2176;2;D;7.8;5.3;6.7;42;182
2177;3.6;Z;11.9;8.5;10.4;27;239
2178;2;Z;11.5;9.3;10.5;27;242
2179;2;Z;13;9;11.2;25;258
2180;2;Z;11.7;9.4;10.7;26;246
2181;3.6;Z;14.1;10.4;12.4;23;292
2182;3;D;11.8;8.1;10.2;28;277
2183;3;X;12.8;8.9;11;26;253
2184;2;X;9.8;6.6;8.4;34;193
2185;2.5;X;11.6;8.2;10.1;28;232
2186;2;Z;10.1;7.3;8.9;32;205
2187;3;X;12.9;9;11.2;25;258
2188;2;X;9.8;6.6;8.4;34;193
2189;3;X;12.9;9;11.2;25;258
2190;2;X;9.8;7.6;8.8;32;202
2191;2.5;X;11.8;8.5;10.3;27;237
2192;3;X;12.8;8.9;11;26;253
2193;2;X;9.8;6.6;8.4;34;193
2194;2.5;X;11.6;8.2;10.1;28;232
2195;3;X;12.9;9;11.2;25;258
2196;3.2;X;13.1;9.5;11.5;25;264
2197;2;X;9.8;7.6;8.8;32;202
2198;2.5;X;13;9.4;11.4;25;262
2199;2;Z;10.7;7.8;9.4;30;216
2200;3;X;13.6;9.9;11.9;24;274
2201;3.2;X;13.1;9.1;11.3;25;260
2202;2;X;9.8;7.6;8.8;32;202
2203;3;X;13.6;9.9;11.9;24;274
2204;2.4;Z;9.3;6.6;8.1;35;189
2205;3.5;Z;12.7;9.1;11.1;25;254
2206;3.5;Z;12.2;9.1;10.7;26;251
2207;3.5;Z;12.4;8.6;10.7;26;249
2208;3.5;Z;11.9;7.7;10;28;235
2209;3.5;Z;8;7.5;7.7;37;180
2210;2.4;Z;9.6;6.6;8.3;34;196
2211;3.5;Z;11.2;7.5;9.6;29;226
2212;1.8;Z;9.7;6.9;8.4;34;197
2213;5.9;Z;18;12.6;15.6;18;365
2214;6;Z;16.8;10.9;14.2;20;332
2215;6;Z;17.6;11.4;14.8;19;346
2216;4.7;Z;17.4;11.3;14.7;19;343
2217;4.7;Z;18.1;12.3;15.5;18;362
2218;4.7;Z;17.4;11.3;14.7;19;343
2219;4.7;Z;18.1;12.3;15.5;18;362
2220;4.7;Z;17.4;11.3;14.7;19;343
2221;4.7;Z;18.1;12.3;15.5;18;362
2222;6;Z;19.5;12.8;16.5;17;390
2223;1.8;X;10;7.1;8.7;32;204
2224;2;X;9.8;7.2;8.6;33;201
2225;2;X;10.1;7.5;8.9;32;208
2226;2;Z;9.9;7.6;8.9;32;212
2227;2;Z;11;7.8;9.6;29;224
2228;2;Z;10.6;7.3;9.1;31;214
2229;2;Z;11.2;8.4;9.9;29;232
2230;2;Z;11;7.8;9.6;29;224
2231;2;Z;10.6;7.3;9.1;31;214
2232;2;Z;11.3;8;9.8;29;230
2233;2;Z;10.8;7.3;9.2;31;211
2234;3;Z;11.6;7.9;9.9;29;232
2235;3;D;9.4;6.2;7.8;36;213
2236;3;Z;11.6;7.9;9.9;29;232
2237;3;D;9.4;6.2;7.8;36;213
2238;3;Z;12.6;8;10.5;27;247
2239;4;Z;12.9;8;10.7;26;249
2240;3;D;9.8;6.5;8.4;34;224
2241;4;Z;13.1;8.3;10.9;26;255
2242;6.3;Z;17.8;10.8;14.6;19;344
2243;2;Z;12;8.2;10.3;27;242
2244;2;Z;11.9;8.4;10.3;27;240
2245;2;Z;12;8.5;10.4;27;244
2246;3;Z;13.2;9.2;11.4;25;267
2247;3;D;10.2;7.8;9;31;244
2248;2;Z;9.8;7.9;8.9;32;209
2249;4;Z;16.6;9.4;13.3;21;313
2250;2;Z;10.1;7.7;9;31;211
2251;3;Z;13;8.5;11;26;257
2252;3;Z;13.8;9;11.7;24;273
2253;3;Z;13;8.5;11;26;257
2254;3;Z;13.8;9;11.7;24;273
2255;3;Z;13.3;9.1;11.4;25;266
2256;4;Z;13.3;8.8;11.3;25;263
2257;4;Z;13.4;8.8;11.4;25;265
2258;4;Z;15.7;9.4;12.8;22;300
2259;3;Z;14.1;9.9;12.2;23;285
2260;2;X;10.1;7.8;9.1;31;209
2261;2;X;10.1;7.8;9.1;31;209
2262;2;Z;10.3;8.6;9.5;30;222
2263;4;Z;16.1;9.4;13.1;22;307
2264;6;Z;18.9;11.2;15.4;18;360
2265;4;Z;17.7;10.3;14.4;20;337
2266;6;Z;19.6;11.7;16;18;375
2267;4;Z;17.7;10;14.2;20;334
2268;6;Z;20.3;11.9;16.5;17;388
2269;6.8;Z;21;13.1;17.5;16;408
2270;2;Z;9.9;6.5;8.4;34;197
2271;2;Z;10.7;7;9;31;211
2272;2;Z;10.4;6.8;8.8;32;207
2273;2;Z;10.5;6.9;8.9;32;209
2274;2;Z;9.9;6.5;8.4;34;197
2275;2;Z;10.7;7;9;31;211
2276;2;Z;10.4;6.8;8.8;32;207
2277;2;D;7.7;5.7;6.8;42;183
2278;2;D;7.7;5.7;6.8;42;183
2279;2;Z;10.5;6.9;8.9;32;209
2280;2;Z;10.5;6.9;8.9;32;209
2281;2;Z;10.5;6.9;8.9;32;209
2282;3;Z;12;7.9;10.2;28;238
2283;3;Z;10.9;7.2;9.3;30;217
2284;3;Z;11.6;7.8;9.9;29;231
2285;3;Z;10.9;7.3;9.3;30;216
2286;3;Z;11.9;8.3;10.3;27;241
2287;2;Z;10.8;6.7;8.9;32;211
2288;2;Z;9.9;6.5;8.4;34;197
2289;2;Z;10.7;7;9;31;211
2290;2;Z;10.8;6.7;8.9;32;211
2291;2;Z;10.9;6.8;9;31;210
2292;2;Z;11.3;7.1;9.4;30;221
2293;2;Z;10.5;6.9;8.9;32;209
2294;2;Z;10.5;6.9;8.9;32;209
2295;3;Z;11.8;7.6;9.9;29;232
2296;3;Z;11.6;7.7;9.9;29;232
2297;3;Z;12.1;8.4;10.5;27;246
2298;3;Z;11.9;8.1;10.2;28;238
2299;3;Z;12;7.9;10.2;28;238
2300;3;Z;12.3;8.4;10.5;27;247
2301;3;Z;12;7.9;10.2;28;238
2302;2;Z;10.5;6.9;8.9;32;209
2303;3;D;9.2;6.3;7.9;36;212
2304;3;Z;11.9;8.1;10.2;28;238
2305;3;Z;13;9.1;11.2;25;263
2306;4.4;Z;14.4;9.6;12.3;23;288
2307;4.4;Z;14.3;9.3;12.1;23;283
2308;3;Z;11.9;8.1;10.2;28;238
2309;3;Z;11.9;8.1;10.2;28;238
2310;4.4;Z;14.3;9.3;12.1;23;283
2311;4.4;Z;14.4;9.6;12.3;23;288
2312;4.4;Z;14.3;9.3;12.1;23;283
2313;4.4;Z;14.3;9.3;12.1;23;283
2314;4.4;Z;14.3;9.3;12.1;23;283
2315;3;Z;10.6;7.9;9.4;30;219
2316;4.4;Z;14.3;9.3;12.1;23;283
2317;3;Z;11.8;8.8;10.4;27;244
2318;3;Z;12.7;9.2;11.1;25;260
2319;3;Z;11.6;7.7;9.9;29;232
2320;3;Z;11.9;8.6;10.4;27;245
2321;3;Z;11.6;7.7;9.9;29;232
2322;3;Z;12.1;8.4;10.5;27;246
2323;3;Z;12;7.9;10.2;28;238
2324;3;Z;12;7.9;10.2;28;238
2325;3;Z;14.1;9.7;12.1;23;284
2326;3;Z;13.7;9;11.6;24;271
2327;3;Z;14.2;9.6;12.1;23;282
2328;3;Z;14.1;9;11.8;24;278
2329;3;Z;14.1;9.7;12.1;23;284
2330;3;Z;13.7;9;11.6;24;271
2331;4.4;Z;17.3;11.5;14.7;19;344
2332;4.4;Z;16.1;10.9;13.7;21;321
2333;4.4;Z;17.3;11.5;14.7;19;344
2334;4.4;Z;16.1;10.9;13.7;21;321
2335;4.4;Z;17.3;11.5;14.7;19;344
2336;4.4;Z;16.1;10.9;13.7;21;321
2337;4.4;Z;17.3;11.5;14.7;19;344
2338;4.4;Z;16.1;10.9;13.7;21;321
2339;2;Z;10.7;7.4;9.2;31;215
2340;2;D;8.6;6.9;7.9;36;211
2341;2;Z;11.1;8.4;9.9;29;231
2342;3;Z;12.7;8.8;10.9;26;257
2343;3;Z;12.8;9.5;11.3;25;264
2344;2;Z;11.7;8.4;10.2;28;238
2345;3;Z;12.7;8.8;10.9;26;257
2346;4.4;Z;16.6;12.1;14.6;19;343
2347;3;D;10;7.6;8.9;32;233
2348;3;Z;13;9.7;11.5;25;269
2349;4.4;Z;15.7;11.4;13.8;20;322
2350;4.4;Z;16.6;12.1;14.6;19;343
2351;3;Z;13;9.7;11.5;25;269
2352;4.4;Z;15.7;11.4;13.8;20;322
2353;2;Z;10.7;7.1;9.1;31;212
2354;2;Z;10.7;7;9;31;211
2355;3;Z;13.7;10;12.1;23;282
2356;3;Z;13.7;10;12.1;23;282
2357;3.6;X;15.8;10.6;13.4;21;315
2358;3.6;X;16.1;10.8;13.7;21;323
2359;1.4;X;9.5;7.2;8.5;33;199
2360;1.4;X;10.2;8;9.2;31;215
2361;1.4;X;8.5;6.9;7.8;36;182
2362;1.4;X;8.9;7.4;8.2;34;192
2363;2;Z;11.8;9.1;10.6;27;248
2364;3.6;X;13.7;8.6;11.4;25;268
2365;3.6;E;18.7;12.4;15.8;18;260
2366;2.4;X;9.6;6.5;8.2;34;193
2367;3.6;X;13.8;9;11.7;24;274
2368;3.6;E;18.5;12.5;15.8;18;263
2369;2;Z;11.4;7.9;9.8;29;231
2370;2;Z;11.6;7.6;9.8;29;230
2371;2.4;X;9.6;6.5;8.2;34;193
2372;2;Z;12.4;8.7;10.7;26;252
2373;2;Z;11.4;7.9;9.8;29;231
2374;2;Z;11.6;7.6;9.8;29;230
2375;2.4;X;11.3;7.4;9.6;29;224
2376;2;Z;10.5;7.6;9.2;31;215
2377;2;Z;12;8.1;10.3;27;240
2378;2.5;X;10.6;7.3;9.1;31;214
2379;3.6;X;11.6;7.9;9.9;29;233
2380;2;Z;10.8;7.8;9.4;30;221
2381;3.6;X;12.2;8.5;10.5;27;247
2382;3.6;Z;14.7;9.8;12.5;23;293
2383;3.6;Z;14.2;10.2;12.4;23;289
2384;2;Z;11;7.6;9.5;30;222
2385;3;Z;13;9;11.2;25;263
2386;3.6;X;12.8;8.7;11;26;257
2387;2;Z;11;7.6;9.5;30;221
2388;3.6;X;11.6;7.9;9.9;29;233
2389;2;Z;11.2;8.1;9.8;29;229
2390;3.6;X;12.2;8.5;10.5;27;247
2391;3.6;Z;14.7;9.8;12.5;23;293
2392;6.2;Z;16.6;11.1;14.1;20;332
2393;6.2;Z;16;11.2;13.9;20;325
2394;3.6;X;14.2;9.8;12.3;23;287
2395;3.6;X;14.8;10.4;12.8;22;300
2396;3.6;X;13.6;8.6;11.3;25;263
2397;3.6;X;13.9;8.9;11.6;24;273
2398;3.6;Z;15;10.2;12.8;22;302
2399;2;Z;10.9;7.5;9.3;30;218
2400;2;Z;11.4;7.9;9.8;29;229
2401;3.6;X;12.3;8.5;10.6;27;248
2402;3.6;X;13.2;8.7;11.2;25;261
2403;6.2;Z;14.2;8.4;11.6;24;272
2404;6.2;Z;14.3;9.4;12.1;23;284
2405;2;X;9.7;9;9.4;30;220
2406;2.5;X;11.9;8.9;10.5;27;247
2407;2.5;X;12.2;9.1;10.8;26;253
2408;2.8;D;10.8;7.7;9.4;30;252
2409;3.6;X;13;9.2;11.3;25;265
2410;2.5;X;12.7;9.6;11.3;25;265
2411;2.8;D;12;8.2;10.3;27;277
2412;3.6;X;13.6;9.9;11.9;24;279
2413;6.2;Z;14.6;8.1;11.7;24;275
2414;6.2;Z;13.7;8.2;11.2;25;263
2415;6.2;Z;17.7;10.2;14.3;20;335
2416;6.2;Z;15.7;10.6;13.4;21;313
2417;1.4;X;7.8;5.6;6.8;42;159
2418;1.4;X;8.2;5.8;7.1;40;167
2419;1.4;X;7.8;5.9;6.9;41;160
2420;1.4;X;9.1;6.3;7.8;36;184
2421;1.4;X;9;6.2;7.8;36;182
2422;1.8;X;10.5;6.8;8.8;32;207
2423;1.8;X;9.4;6.6;8.1;35;190
2424;1.4;X;9;6.1;7.7;37;181
2425;1.4;X;8.4;5.6;7.1;40;167
2426;2.4;X;10.5;7.3;9.1;31;214
2427;3.6;X;14.2;9.5;12.1;23;285
2428;2.4;X;10.5;7.3;9.1;31;214
2429;2.4;E;15.6;10.8;13.4;21;221
2430;2.4;X;11.5;8.2;10;28;235
2431;3.6;X;14.9;10.1;12.8;22;300
2432;2.4;X;11.5;8.2;10;28;235
2433;2.4;E;16.3;11.6;14.2;20;236
2434;6;X;22;14.9;18.8;15;441
2435;6;X;23;16;19.8;14;465
2436;2.5;X;10.6;7.5;9.2;31;215
2437;3.6;X;12.5;8.2;10.6;27;248
2438;3.6;E;17;11.5;14.5;19;239
2439;3.6;X;13.9;9.3;11.9;24;272
2440;3.6;N;15.2;9.5;12.7;22;213
2441;1.5;X;8.7;6.3;7.6;37;179
2442;2;Z;10.6;7.1;9;31;211
2443;2.5;X;10;7;8.6;33;202
2444;1.8;X;5;5.1;5.1;55;122
2445;5.3;X;14.6;10.4;12.7;22;298
2446;6.2;Z;16.1;11.4;14;20;328
2447;4.3;X;13.5;10;11.9;24;280
2448;4.3;E;19.3;14.4;17.1;17;284
2449;5.3;X;14.6;10.4;12.7;22;298
2450;5.3;E;19.9;14;17.2;16;286
2451;5.3;X;15;10.7;13.1;22;307
2452;6.2;Z;16.3;11.6;14.2;20;332
2453;4.3;X;14.2;10.7;12.6;22;296
2454;4.3;E;20.3;15.3;18.1;16;301
2455;5.3;X;15;10.7;13.1;22;306
2456;5.3;E;20.5;14.4;17.8;16;295
2457;5.3;X;14.4;11.2;13;22;304
2458;1.4;X;9;6.8;8;35;188
2459;1.4;X;8.5;6.2;7.5;38;175
2460;1.8;X;9.6;6.7;8.3;34;195
2461;1.8;X;9;6.8;8;35;187
2462;1.4;X;9.5;7.1;8.4;34;195
2463;1.4;X;8.9;7;8;35;189
2464;1.4;X;9;6.8;8;35;188
2465;1.4;X;8.5;6.2;7.5;38;175
2466;1.8;X;9.6;6.7;8.3;34;195
2467;1.8;X;9;6.8;8;35;187
2468;1.4;X;9.5;7.1;8.4;34;195
2469;1.4;X;8.9;7;8;35;189
2470;1.4;X;7.6;5.7;6.7;42;157
2471;1.4;X;7.8;5.8;6.9;41;162
2472;5.3;X;15.1;10.4;13;22;304
2473;5.3;X;15.1;10.4;13;22;304
2474;5.3;E;20.5;14;17.6;16;288
2475;5.3;X;15.4;10.8;13.3;21;312
2476;5.3;X;15.4;10.8;13.3;21;312
2477;5.3;E;22.2;15.3;19.1;15;317
2478;5.3;X;15.1;10.4;13;22;304
2479;5.3;X;15.1;10.4;13;22;304
2480;5.3;E;20.5;14;17.6;16;288
2481;5.3;X;15.2;10.8;13.2;21;310
2482;5.3;X;15.2;10.8;13.2;21;310
2483;5.3;E;20.9;14.5;18;16;300
2484;3.6;X;15.8;10.6;13.4;21;315
2485;3.6;X;16.1;10.8;13.7;21;323
2486;1.4;X;9.2;7;8.2;34;193
2487;1.4;X;9.1;6.9;8.1;35;190
2488;1.4;X;9.7;7.6;8.7;32;205
2489;2.4;X;10.2;6.4;8.5;33;198
2490;2.4;E;13.6;8.5;11.3;25;186
2491;3.6;X;12.4;7.5;10.2;28;239
2492;3.6;E;16.5;10.1;13.6;21;225
2493;3.6;X;12.8;8.1;10.7;26;250
2494;3.6;E;16.9;10.8;14.1;20;232
2495;3.6;X;12.4;7.7;10.3;27;240
2496;3.6;X;12.4;7.7;10.3;27;240
2497;3.6;E;16.8;10.3;13.9;20;229
2498;5.7;X;14.8;9.3;12.3;23;289
2499;3.6;X;12.8;8.6;10.9;26;257
2500;3.6;X;12.8;8.6;10.9;26;257
2501;3.6;E;17.3;11.7;14.8;19;243
2502;3.6;X;14.1;9.5;12;24;282
2503;3.6;E;19.7;13.3;16.8;17;279
2504;3.6;X;12.4;7.8;10.3;27;242
2505;5.7;X;15.6;10;13.1;22;307
2506;6.4;Z;16.8;10.4;13.9;20;326
2507;5.7;X;14.8;9.3;12.3;23;289
2508;6.4;Z;15.7;9.5;12.9;22;302
2509;6.4;Z;16.8;10.4;13.9;20;326
2510;6.4;Z;15.7;9.5;12.9;22;302
2511;6.2;Z;17.6;10.7;14.5;19;339
2512;6.2;Z;18.1;11.4;15.1;19;353
2513;3.6;X;13.7;8.9;11.5;25;271
2514;3.6;X;12.4;7.7;10.3;27;240
2515;3.6;X;13.7;8.9;11.5;25;271
2516;3.6;E;18.7;12.4;15.9;18;264
2517;3.6;X;12.4;7.7;10.3;27;240
2518;3.6;E;16.8;10.3;13.9;20;229
2519;5.7;X;15.7;9.6;12.9;22;302
2520;5.7;X;14.8;9.3;12.3;23;289
2521;6.4;Z;15.7;9.5;12.9;22;302
2522;3.6;X;12.8;8.6;10.9;26;257
2523;3.6;X;12.8;8.6;10.9;26;257
2524;3.6;E;17.3;11.7;14.8;19;243
2525;5.7;X;16.1;10;13.4;21;313
2526;6.4;Z;15.7;9.5;12.9;22;302
2527;6.2;Z;17.6;10.7;14.5;19;339
2528;2;X;9.4;6.5;8.1;35;189
2529;2.4;X;10.1;6.8;8.6;33;202
2530;2.4;X;10.5;6.7;8.8;32;205
2531;2;X;9.9;7;8.6;33;201
2532;2;E;13.3;9.3;11.5;25;187
2533;2.4;X;10.6;7.5;9.2;31;215
2534;2.4;X;10.2;7;8.8;32;207
2535;1.4;X;8.4;5.9;7.3;39;171
2536;1.4;X;8.5;5.8;7.3;39;171
2537;3.6;X;12.8;9.5;11.3;25;265
2538;5.7;X;16.7;10.7;14;20;329
2539;3.6;X;13.7;9.4;11.8;24;276
2540;3.6;E;19.2;13.1;16.4;17;269
2541;2.4;X;12.7;9.1;11.1;25;260
2542;3.6;X;14.2;9.4;12.1;23;283
2543;3.6;E;18.9;12.9;16.2;17;270
2544;3.6;X;14.5;9.9;12.4;23;292
2545;8.4;Z;19.2;11.3;15.6;18;364
2546;1.4;X;8.7;6.9;7.9;36;183
2547;1.4;X;7.9;6.3;7.2;39;168
2548;1.4;X;8.7;6.9;7.9;36;183
2549;1.4;X;7.6;5.9;6.8;42;160
2550;1.4;X;9.6;7.3;8.6;33;200
2551;1.4;X;8.5;6.9;7.8;36;183
2552;1.4;X;9.6;7.3;8.6;33;200
2553;1.4;X;8.5;6.9;7.8;36;183
2554;1.4;X;9.6;7.3;8.6;33;200
2555;1.4;X;8.5;6.9;7.8;36;183
2556;1.4;X;10.6;7.8;9.4;30;218
2557;1.4;X;9.9;7.2;8.7;32;203
2558;1.4;X;9.3;7.1;8.3;34;194
2559;1.4;X;9.5;6.9;8.3;34;194
2560;2.4;X;10.6;7.6;9.3;30;217
2561;2.4;X;11;7.9;9.6;29;224
2562;2;X;5.6;6.4;6;47;140
2563;2;X;11.5;7.8;9.8;29;231
2564;2;X;11.3;7.9;9.8;29;228
2565;3.5;X;13.4;9;11.4;25;268
2566;2;X;11.8;8.4;10.3;27;240
2567;2.7;X;13.6;9.8;11.9;24;278
2568;3.5;X;13.7;9.6;11.8;24;278
2569;1.6;X;10.1;7.4;8.9;32;208
2570;2;X;10.9;7.9;9.6;29;224
2571;2.5;X;10.9;7.6;9.4;30;220
2572;1.6;X;10.5;7.9;9.4;30;220
2573;2;X;11.4;8.4;10;28;236
2574;3.5;X;16.2;11.9;14.3;20;334
2575;3.5;X;16.4;12.1;14.4;20;338
2576;2.3;X;12.6;8.5;10.8;26;253
2577;3.5;X;13.9;9.6;12;24;280
2578;3.5;E;18.7;12.9;16.1;18;264
2579;2.3;X;13.1;9.1;11.3;25;265
2580;3.5;X;14.9;10.7;13;22;305
2581;3.5;X;14.4;10.4;12.6;22;295
2582;3.5;E;19.7;14.1;17.2;16;282
2583;2.7;X;12.3;9.2;10.9;26;256
2584;3.5;X;13.5;9.8;11.9;24;278
2585;2.7;X;13.1;9.8;11.2;25;263
2586;3.5;X;14.7;10.7;12.9;22;303
2587;3.5;X;13.2;9.6;11.6;24;272
2588;3.5;E;17.9;13;15.7;18;261
2589;5;X;15.3;10.6;13.2;21;309
2590;5;E;20.6;14.3;17.8;16;292
2591;5;X;16.8;11.8;14.5;19;341
2592;5;E;20.6;14.3;17.8;16;293
2593;2.7;X;13.1;10.1;11.7;24;275
2594;3.5;X;14.7;10.7;12.9;22;303
2595;2.7;X;13.3;10.7;12.3;23;288
2596;3.5;X;15.6;11.7;13.8;20;324
2597;3.5;X;14;10.6;12.5;23;292
2598;3.5;E;19.1;14.3;16.9;17;278
2599;5;X;16;11.3;13.8;20;324
2600;5;E;21.6;15.1;18.7;15;306
2601;5;X;16.8;12.4;14.8;19;347
2602;5;E;21.8;15.3;18.8;15;310
2603;1.6;X;8.7;6.4;7.6;37;180
2604;1.6;X;8.5;6.5;7.6;37;179
2605;1;X;7.5;5.5;6.6;43;153
2606;1.6;X;9;7.1;8.1;35;191
2607;3.5;X;14.7;10.2;12.7;22;298
2608;3.5;X;14.7;10.7;12.9;22;303
2609;3.5;X;15.7;11.2;13.7;21;322
2610;1;X;8.5;5.9;7.3;39;171
2611;1;X;7.8;5.7;6.8;42;160
2612;2;X;8.9;6;7.6;37;178
2613;2;E;11.9;8.3;10.3;27;170
2614;2;X;9;6.2;7.8;36;183
2615;2;E;12.1;8.6;10.5;27;175
2616;2;X;9.2;6.6;8;35;188
2617;2;E;12.3;8.9;10.8;26;179
2618;2.3;Z;12.1;9.3;10.9;26;255
2619;2;X;10.5;7.7;9.2;31;217
2620;1.5;X;9.9;6.5;8.4;34;197
2621;1.5;X;9.4;6.3;8;35;188
2622;2;X;10.5;7;8.9;32;210
2623;2.5;X;10.5;6.9;8.9;32;209
2624;2;X;10.8;7.5;9.3;30;220
2625;2;X;5.4;5.7;5.5;51;130
2626;2.3;X;11;7.4;9.4;30;219
2627;2.3;X;10.6;7.6;9.2;31;217
2628;3.7;X;12.6;8.5;10.7;26;253
2629;3.7;X;13.6;8.4;11.2;25;264
2630;5;X;14.9;9.5;12.4;23;292
2631;5;X;15.5;9.4;12.7;22;298
2632;2.3;X;11.6;8;10;28;234
2633;5;X;15.4;10;13;22;304
2634;5.2;Z;16.9;11;14.2;20;334
2635;3.5;X;16.1;12.7;14.6;19;342
2636;3.7;X;16.8;13.2;15.2;19;356
2637;3.7;E;23.1;18.6;21;13;345
2638;2;X;11.8;8.1;10.1;28;237
2639;3.5;X;13.1;8.7;11.1;25;260
2640;3.5;E;17.6;11.6;14.9;19;248
2641;3.5;X;14.7;9.8;12.5;23;293
2642;3.5;X;13.6;9.8;12.4;23;291
2643;3.5;E;18.7;13.3;16.3;17;271
2644;1.6;X;10.8;8;9.5;30;223
2645;2.5;X;11.9;8.6;10.4;27;243
2646;2.5;X;11.9;8.6;10.4;27;243
2647;2.5;E;16.1;11.8;14.2;20;233
2648;2.5;X;12.4;8.7;10.7;26;252
2649;2.5;X;12.4;8.7;10.7;26;252
2650;2.5;E;16.8;12;14.6;19;240
2651;2.5;X;12.4;8.7;10.7;26;252
2652;2.5;X;12.4;8.7;10.7;26;252
2653;2.5;E;16.8;12;14.6;19;240
2654;3.6;X;15.8;10.6;13.4;21;315
2655;3.6;X;16.1;10.8;13.7;21;323
2656;2.5;X;11.9;8.9;10.5;27;247
2657;2.5;X;12.2;9.1;10.8;26;253
2658;2.8;D;10.8;7.7;9.4;30;252
2659;3.6;X;13;9.2;11.3;25;265
2660;2.5;X;12.7;9.6;11.3;25;265
2661;2.8;D;12;8.2;10.3;27;277
2662;3.6;X;13.6;9.9;11.9;24;279
2663;6;X;22;14.9;18.8;15;441
2664;6;X;23;16;19.8;14;465
2665;5.3;X;14.6;10.4;12.7;22;298
2666;6.2;Z;16.1;11.4;14;20;327
2667;4.3;X;13.5;10;11.9;24;280
2668;4.3;E;19.3;14.4;17.1;17;284
2669;5.3;X;14.6;10.4;12.7;22;298
2670;5.3;E;19.9;14;17.2;16;286
2671;5.3;X;15;10.7;13.1;22;307
2672;6.2;Z;16.3;11.6;14.2;20;332
2673;4.3;X;14.2;10.7;12.6;22;296
2674;4.3;E;20.3;15.3;18.1;16;301
2675;5.3;X;15;10.7;13.1;22;306
2676;5.3;E;20.5;14.4;17.8;16;295
2677;5.3;X;14.4;11.2;13;22;304
2678;2.4;X;10.5;7.3;9.1;31;214
